year,month,offense,crimes,clearances,rate,month_num
2021,Apr,Theft of Motor Vehicle Parts/Accessories,26,1,20.57,4
2021,May,Theft of Motor Vehicle Parts/Accessories,15,1,11.87,5
2021,Jun,Theft of Motor Vehicle Parts/Accessories,25,NA,19.78,6
2021,Jul,Theft of Motor Vehicle Parts/Accessories,37,NA,29.27,7
2021,Aug,Theft of Motor Vehicle Parts/Accessories,31,2,24.52,8
2021,Sep,Theft of Motor Vehicle Parts/Accessories,51,1,40.34,9
2021,Oct,Theft of Motor Vehicle Parts/Accessories,33,NA,26.1,10
2021,Nov,Theft of Motor Vehicle Parts/Accessories,41,NA,32.43,11
2021,Dec,Theft of Motor Vehicle Parts/Accessories,25,NA,19.78,12
2022,Jan,Theft of Motor Vehicle Parts/Accessories,22,NA,17.21,1
2022,Feb,Theft of Motor Vehicle Parts/Accessories,25,NA,19.55,2
2022,Mar,Theft of Motor Vehicle Parts/Accessories,22,1,17.21,3
2022,Apr,Theft of Motor Vehicle Parts/Accessories,38,2,29.72,4
2022,May,Theft of Motor Vehicle Parts/Accessories,20,1,15.64,5
2022,Jun,Theft of Motor Vehicle Parts/Accessories,14,NA,10.95,6
2022,Jul,Theft of Motor Vehicle Parts/Accessories,11,NA,8.6,7
2022,Aug,Theft of Motor Vehicle Parts/Accessories,19,NA,14.86,8
2022,Sep,Theft of Motor Vehicle Parts/Accessories,16,1,12.51,9
2022,Oct,Theft of Motor Vehicle Parts/Accessories,23,NA,17.99,10
2022,Nov,Theft of Motor Vehicle Parts/Accessories,16,NA,12.51,11
2022,Dec,Theft of Motor Vehicle Parts/Accessories,17,NA,13.3,12
2023,Jan,Theft of Motor Vehicle Parts/Accessories,27,1,20.83,1
2023,Feb,Theft of Motor Vehicle Parts/Accessories,28,3,21.6,2
2023,Mar,Theft of Motor Vehicle Parts/Accessories,19,1,14.66,3
2023,Apr,Theft of Motor Vehicle Parts/Accessories,34,NA,26.23,4
2023,May,Theft of Motor Vehicle Parts/Accessories,25,NA,19.29,5
2023,Jun,Theft of Motor Vehicle Parts/Accessories,17,NA,13.12,6
2023,Jul,Theft of Motor Vehicle Parts/Accessories,8,NA,6.17,7
2023,Aug,Theft of Motor Vehicle Parts/Accessories,13,NA,10.03,8
2023,Sep,Theft of Motor Vehicle Parts/Accessories,21,1,16.2,9
2023,Oct,Theft of Motor Vehicle Parts/Accessories,13,NA,10.03,10
2023,Nov,Theft of Motor Vehicle Parts/Accessories,13,NA,10.03,11
2023,Dec,Theft of Motor Vehicle Parts/Accessories,13,1,10.03,12
2024,Jan,Theft of Motor Vehicle Parts/Accessories,4,NA,3.09,1
2024,Feb,Theft of Motor Vehicle Parts/Accessories,9,NA,6.94,2
2024,Mar,Theft of Motor Vehicle Parts/Accessories,3,NA,2.3099999999999996,3
2024,Apr,Theft of Motor Vehicle Parts/Accessories,8,1,6.17,4
2024,May,Theft of Motor Vehicle Parts/Accessories,7,NA,5.4,5
2024,Jun,Theft of Motor Vehicle Parts/Accessories,10,NA,7.72,6
2024,Jul,Theft of Motor Vehicle Parts/Accessories,9,NA,6.94,7
2024,Aug,Theft of Motor Vehicle Parts/Accessories,10,NA,7.72,8
2024,Sep,Theft of Motor Vehicle Parts/Accessories,13,NA,10.03,9
2024,Oct,Theft of Motor Vehicle Parts/Accessories,6,NA,4.63,10
2024,Nov,Theft of Motor Vehicle Parts/Accessories,6,NA,4.63,11
2024,Dec,Theft of Motor Vehicle Parts/Accessories,6,1,4.63,12
2025,Jan,Theft of Motor Vehicle Parts/Accessories,9,2,6.94,1
2025,Feb,Theft of Motor Vehicle Parts/Accessories,7,NA,5.4,2
2025,Mar,Theft of Motor Vehicle Parts/Accessories,17,NA,13.12,3
2025,Apr,Theft of Motor Vehicle Parts/Accessories,7,2,5.4,4
2025,May,Theft of Motor Vehicle Parts/Accessories,10,1,7.72,5
2025,Jun,Theft of Motor Vehicle Parts/Accessories,5,NA,3.86,6
2025,Jul,Theft of Motor Vehicle Parts/Accessories,10,NA,7.72,7
2025,Aug,Theft of Motor Vehicle Parts/Accessories,NA,NA,NA,8
2025,Sep,Theft of Motor Vehicle Parts/Accessories,NA,NA,NA,9
2021,Jan,All Other Larceny,41,7,32.43,1
2021,Feb,All Other Larceny,37,4,29.27,2
2021,Mar,All Other Larceny,47,5,37.18,3
2021,Apr,All Other Larceny,37,2,29.27,4
2021,May,All Other Larceny,34,2,26.89,5
2021,Jun,All Other Larceny,58,5,45.879999999999995,6
2021,Jul,All Other Larceny,63,4,49.83,7
2021,Aug,All Other Larceny,59,6,46.67,8
2021,Sep,All Other Larceny,49,4,38.760000000000005,9
2021,Oct,All Other Larceny,60,6,47.46,10
2021,Nov,All Other Larceny,61,6,48.25,11
2021,Dec,All Other Larceny,45,6,35.6,12
2022,Jan,All Other Larceny,44,3,34.41,1
2022,Feb,All Other Larceny,28,1,21.9,2
2022,Mar,All Other Larceny,35,5,27.37,3
2022,Apr,All Other Larceny,58,10,45.36,4
2022,May,All Other Larceny,61,6,47.71,5
2022,Jun,All Other Larceny,51,3,39.89,6
2022,Jul,All Other Larceny,59,7,46.14,7
2022,Aug,All Other Larceny,65,3,50.84,8
2022,Sep,All Other Larceny,52,6,40.67,9
2022,Oct,All Other Larceny,55,7,43.02,10
2022,Nov,All Other Larceny,41,4,32.07,11
2022,Dec,All Other Larceny,49,7,38.32,12
2023,Jan,All Other Larceny,39,2,30.09,1
2023,Feb,All Other Larceny,37,4,28.55,2
2023,Mar,All Other Larceny,42,4,32.41,3
2023,Apr,All Other Larceny,46,3,35.49,4
2023,May,All Other Larceny,50,6,38.58,5
2023,Jun,All Other Larceny,52,7,40.120000000000005,6
2023,Jul,All Other Larceny,58,5,44.75,7
2023,Aug,All Other Larceny,55,5,42.44,8
2023,Sep,All Other Larceny,69,8,53.24,9
2023,Oct,All Other Larceny,48,3,37.04,10
2023,Nov,All Other Larceny,38,4,29.32,11
2023,Dec,All Other Larceny,40,2,30.86,12
2024,Jan,All Other Larceny,37,5,28.55,1
2024,Feb,All Other Larceny,41,4,31.64,2
2024,Mar,All Other Larceny,44,7,33.949999999999996,3
2024,Apr,All Other Larceny,51,5,39.349999999999994,4
2024,May,All Other Larceny,30,5,23.15,5
2024,Jun,All Other Larceny,58,4,44.75,6
2024,Jul,All Other Larceny,41,8,31.64,7
2024,Aug,All Other Larceny,39,3,30.09,8
2024,Sep,All Other Larceny,42,7,32.41,9
2024,Oct,All Other Larceny,45,4,34.720000000000006,10
2024,Nov,All Other Larceny,41,2,31.64,11
2024,Dec,All Other Larceny,21,NA,16.2,12
2025,Jan,All Other Larceny,34,8,26.23,1
2025,Feb,All Other Larceny,29,3,22.38,2
2025,Mar,All Other Larceny,22,2,16.979999999999997,3
2025,Apr,All Other Larceny,32,2,24.69,4
2025,May,All Other Larceny,28,5,21.6,5
2025,Jun,All Other Larceny,36,2,27.78,6
2025,Jul,All Other Larceny,35,6,27.01,7
2025,Aug,All Other Larceny,8,1,6.17,8
2025,Sep,All Other Larceny,NA,NA,NA,9
2021,Jan,Motor Vehicle Theft,46,10,36.39,1
2021,Feb,Motor Vehicle Theft,26,7,20.57,2
2021,Mar,Motor Vehicle Theft,18,3,14.239999999999998,3
2021,Apr,Motor Vehicle Theft,22,2,17.4,4
2021,May,Motor Vehicle Theft,31,4,24.52,5
2021,Jun,Motor Vehicle Theft,30,3,23.73,6
2021,Jul,Motor Vehicle Theft,41,7,32.43,7
2021,Aug,Motor Vehicle Theft,43,7,34.01,8
2021,Sep,Motor Vehicle Theft,27,4,21.36,9
2021,Oct,Motor Vehicle Theft,51,7,40.34,10
2021,Nov,Motor Vehicle Theft,31,4,24.52,11
2021,Dec,Motor Vehicle Theft,21,4,16.610000000000003,12
2022,Jan,Motor Vehicle Theft,28,1,21.9,1
2022,Feb,Motor Vehicle Theft,29,6,22.68,2
2022,Mar,Motor Vehicle Theft,34,4,26.59,3
2022,Apr,Motor Vehicle Theft,30,8,23.459999999999997,4
2022,May,Motor Vehicle Theft,52,11,40.67,5
2022,Jun,Motor Vehicle Theft,34,5,26.59,6
2022,Jul,Motor Vehicle Theft,45,5,35.190000000000005,7
2022,Aug,Motor Vehicle Theft,47,9,36.760000000000005,8
2022,Sep,Motor Vehicle Theft,54,6,42.23,9
2022,Oct,Motor Vehicle Theft,38,6,29.72,10
2022,Nov,Motor Vehicle Theft,41,8,32.07,11
2022,Dec,Motor Vehicle Theft,41,6,32.07,12
2023,Jan,Motor Vehicle Theft,25,2,19.29,1
2023,Feb,Motor Vehicle Theft,25,8,19.29,2
2023,Mar,Motor Vehicle Theft,27,6,20.83,3
2023,Apr,Motor Vehicle Theft,28,4,21.6,4
2023,May,Motor Vehicle Theft,34,3,26.23,5
2023,Jun,Motor Vehicle Theft,49,7,37.809999999999995,6
2023,Jul,Motor Vehicle Theft,46,4,35.49,7
2023,Aug,Motor Vehicle Theft,48,7,37.04,8
2023,Sep,Motor Vehicle Theft,26,8,20.06,9
2023,Oct,Motor Vehicle Theft,78,5,60.18,10
2023,Nov,Motor Vehicle Theft,47,5,36.260000000000005,11
2023,Dec,Motor Vehicle Theft,29,3,22.38,12
2024,Jan,Motor Vehicle Theft,40,9,30.86,1
2024,Feb,Motor Vehicle Theft,55,3,42.44,2
2024,Mar,Motor Vehicle Theft,33,5,25.459999999999997,3
2024,Apr,Motor Vehicle Theft,38,7,29.32,4
2024,May,Motor Vehicle Theft,31,5,23.92,5
2024,Jun,Motor Vehicle Theft,49,6,37.809999999999995,6
2024,Jul,Motor Vehicle Theft,38,6,29.32,7
2024,Aug,Motor Vehicle Theft,51,2,39.349999999999994,8
2024,Sep,Motor Vehicle Theft,49,7,37.809999999999995,9
2024,Oct,Motor Vehicle Theft,46,7,35.49,10
2024,Nov,Motor Vehicle Theft,38,1,29.32,11
2024,Dec,Motor Vehicle Theft,47,4,36.260000000000005,12
2025,Jan,Motor Vehicle Theft,15,1,11.57,1
2025,Feb,Motor Vehicle Theft,21,8,16.2,2
2025,Mar,Motor Vehicle Theft,25,6,19.29,3
2025,Apr,Motor Vehicle Theft,11,2,8.49,4
2025,May,Motor Vehicle Theft,29,4,22.38,5
2025,Jun,Motor Vehicle Theft,30,2,23.15,6
2025,Jul,Motor Vehicle Theft,27,2,20.83,7
2025,Aug,Motor Vehicle Theft,3,NA,2.3099999999999996,8
2025,Sep,Motor Vehicle Theft,NA,NA,NA,9
2021,Jan,Stolen Property Offenses,3,3,2.3699999999999997,1
2021,Feb,Stolen Property Offenses,2,1,1.58,2
2021,Mar,Stolen Property Offenses,1,1,0.7899999999999999,3
2021,Apr,Stolen Property Offenses,NA,NA,NA,4
2021,May,Stolen Property Offenses,NA,NA,NA,5
2021,Jun,Stolen Property Offenses,NA,NA,NA,6
2021,Jul,Stolen Property Offenses,NA,NA,NA,7
2021,Aug,Stolen Property Offenses,NA,NA,NA,8
2021,Sep,Stolen Property Offenses,1,1,0.7899999999999999,9
2021,Oct,Stolen Property Offenses,NA,NA,NA,10
2021,Nov,Stolen Property Offenses,NA,NA,NA,11
2021,Dec,Stolen Property Offenses,NA,NA,NA,12
2022,Jan,Stolen Property Offenses,1,1,0.7799999999999999,1
2022,Feb,Stolen Property Offenses,NA,NA,NA,2
2022,Mar,Stolen Property Offenses,1,1,0.7799999999999999,3
2022,Apr,Stolen Property Offenses,NA,NA,NA,4
2022,May,Stolen Property Offenses,2,1,1.56,5
2022,Jun,Stolen Property Offenses,NA,NA,NA,6
2022,Jul,Stolen Property Offenses,2,2,1.56,7
2022,Aug,Stolen Property Offenses,4,2,3.13,8
2022,Sep,Stolen Property Offenses,2,1,1.56,9
2022,Oct,Stolen Property Offenses,2,2,1.56,10
2022,Nov,Stolen Property Offenses,NA,NA,NA,11
2022,Dec,Stolen Property Offenses,NA,NA,NA,12
2023,Jan,Stolen Property Offenses,1,1,0.77,1
2023,Feb,Stolen Property Offenses,2,2,1.54,2
2023,Mar,Stolen Property Offenses,1,1,0.77,3
2023,Apr,Stolen Property Offenses,NA,NA,NA,4
2023,May,Stolen Property Offenses,1,1,0.77,5
2023,Jun,Stolen Property Offenses,3,3,2.3099999999999996,6
2023,Jul,Stolen Property Offenses,NA,NA,NA,7
2023,Aug,Stolen Property Offenses,NA,NA,NA,8
2023,Sep,Stolen Property Offenses,1,1,0.77,9
2023,Oct,Stolen Property Offenses,1,1,0.77,10
2023,Nov,Stolen Property Offenses,NA,NA,NA,11
2023,Dec,Stolen Property Offenses,NA,NA,NA,12
2024,Jan,Stolen Property Offenses,NA,NA,NA,1
2024,Feb,Stolen Property Offenses,NA,NA,NA,2
2024,Mar,Stolen Property Offenses,2,1,1.54,3
2024,Apr,Stolen Property Offenses,NA,NA,NA,4
2024,May,Stolen Property Offenses,1,NA,0.77,5
2024,Jun,Stolen Property Offenses,1,1,0.77,6
2024,Jul,Stolen Property Offenses,NA,NA,NA,7
2024,Aug,Stolen Property Offenses,1,1,0.77,8
2024,Sep,Stolen Property Offenses,1,1,0.77,9
2024,Oct,Stolen Property Offenses,NA,NA,NA,10
2024,Nov,Stolen Property Offenses,NA,NA,NA,11
2024,Dec,Stolen Property Offenses,1,1,0.77,12
2025,Jan,Stolen Property Offenses,NA,NA,NA,1
2025,Feb,Stolen Property Offenses,NA,NA,NA,2
2025,Mar,Stolen Property Offenses,5,5,3.86,3
2025,Apr,Stolen Property Offenses,1,NA,0.77,4
2025,May,Stolen Property Offenses,1,1,0.77,5
2025,Jun,Stolen Property Offenses,NA,NA,NA,6
2025,Jul,Stolen Property Offenses,NA,NA,NA,7
2025,Aug,Stolen Property Offenses,NA,NA,NA,8
2025,Sep,Stolen Property Offenses,NA,NA,NA,9
2021,Jan,Crimes Against Society,75,61,59.33,1
2021,Feb,Crimes Against Society,73,65,57.74,2
2021,Mar,Crimes Against Society,106,94,83.85,3
2021,Apr,Crimes Against Society,78,67,61.7,4
2021,May,Crimes Against Society,93,79,73.57,5
2021,Jun,Crimes Against Society,49,36,38.760000000000005,6
2021,Jul,Crimes Against Society,66,57,52.21,7
2021,Aug,Crimes Against Society,81,63,64.07,8
2021,Sep,Crimes Against Society,77,64,60.91,9
2021,Oct,Crimes Against Society,85,74,67.24000000000001,10
2021,Nov,Crimes Against Society,62,48,49.04,11
2021,Dec,Crimes Against Society,69,58,54.58,12
2022,Jan,Crimes Against Society,43,32,33.63,1
2022,Feb,Crimes Against Society,72,66,56.309999999999995,2
2022,Mar,Crimes Against Society,114,96,89.16,3
2022,Apr,Crimes Against Society,88,67,68.82,4
2022,May,Crimes Against Society,89,69,69.61,5
2022,Jun,Crimes Against Society,94,77,73.52,6
2022,Jul,Crimes Against Society,111,87,86.81,7
2022,Aug,Crimes Against Society,93,81,72.73,8
2022,Sep,Crimes Against Society,104,84,81.34,9
2022,Oct,Crimes Against Society,97,71,75.86,10
2022,Nov,Crimes Against Society,53,42,41.45,11
2022,Dec,Crimes Against Society,42,30,32.849999999999994,12
2023,Jan,Crimes Against Society,47,40,36.260000000000005,1
2023,Feb,Crimes Against Society,52,38,40.120000000000005,2
2023,Mar,Crimes Against Society,52,38,40.120000000000005,3
2023,Apr,Crimes Against Society,49,42,37.809999999999995,4
2023,May,Crimes Against Society,47,36,36.260000000000005,5
2023,Jun,Crimes Against Society,44,35,33.949999999999996,6
2023,Jul,Crimes Against Society,49,31,37.809999999999995,7
2023,Aug,Crimes Against Society,46,37,35.49,8
2023,Sep,Crimes Against Society,39,29,30.09,9
2023,Oct,Crimes Against Society,42,29,32.41,10
2023,Nov,Crimes Against Society,35,27,27.01,11
2023,Dec,Crimes Against Society,33,24,25.459999999999997,12
2024,Jan,Crimes Against Society,25,16,19.29,1
2024,Feb,Crimes Against Society,42,32,32.41,2
2024,Mar,Crimes Against Society,51,36,39.349999999999994,3
2024,Apr,Crimes Against Society,40,34,30.86,4
2024,May,Crimes Against Society,40,29,30.86,5
2024,Jun,Crimes Against Society,53,42,40.89,6
2024,Jul,Crimes Against Society,53,41,40.89,7
2024,Aug,Crimes Against Society,35,28,27.01,8
2024,Sep,Crimes Against Society,62,46,47.84,9
2024,Oct,Crimes Against Society,44,30,33.949999999999996,10
2024,Nov,Crimes Against Society,40,30,30.86,11
2024,Dec,Crimes Against Society,36,30,27.78,12
2025,Jan,Crimes Against Society,55,45,42.44,1
2025,Feb,Crimes Against Society,37,28,28.55,2
2025,Mar,Crimes Against Society,77,66,59.41,3
2025,Apr,Crimes Against Society,43,36,33.18,4
2025,May,Crimes Against Society,73,56,56.33,5
2025,Jun,Crimes Against Society,73,55,56.33,6
2025,Jul,Crimes Against Society,56,41,43.21,7
2025,Aug,Crimes Against Society,4,3,3.09,8
2025,Sep,Crimes Against Society,NA,NA,NA,9
2021,Jan,Drug/Narcotic Violations,43,36,34.01,1
2021,Feb,Drug/Narcotic Violations,40,39,31.64,2
2021,Mar,Drug/Narcotic Violations,59,54,46.67,3
2021,Apr,Drug/Narcotic Violations,47,40,37.18,4
2021,May,Drug/Narcotic Violations,47,44,37.18,5
2021,Jun,Drug/Narcotic Violations,25,21,19.78,6
2021,Jul,Drug/Narcotic Violations,38,34,30.06,7
2021,Aug,Drug/Narcotic Violations,51,41,40.34,8
2021,Sep,Drug/Narcotic Violations,40,37,31.64,9
2021,Oct,Drug/Narcotic Violations,42,38,33.220000000000006,10
2021,Nov,Drug/Narcotic Violations,28,26,22.15,11
2021,Dec,Drug/Narcotic Violations,36,32,28.479999999999997,12
2022,Jan,Drug/Narcotic Violations,24,20,18.77,1
2022,Feb,Drug/Narcotic Violations,33,30,25.81,2
2022,Mar,Drug/Narcotic Violations,63,55,49.27,3
2022,Apr,Drug/Narcotic Violations,43,36,33.63,4
2022,May,Drug/Narcotic Violations,50,41,39.1,5
2022,Jun,Drug/Narcotic Violations,47,40,36.760000000000005,6
2022,Jul,Drug/Narcotic Violations,56,47,43.8,7
2022,Aug,Drug/Narcotic Violations,49,42,38.32,8
2022,Sep,Drug/Narcotic Violations,54,45,42.23,9
2022,Oct,Drug/Narcotic Violations,49,38,38.32,10
2022,Nov,Drug/Narcotic Violations,25,19,19.55,11
2022,Dec,Drug/Narcotic Violations,17,14,13.3,12
2023,Jan,Drug/Narcotic Violations,16,15,12.35,1
2023,Feb,Drug/Narcotic Violations,24,20,18.52,2
2023,Mar,Drug/Narcotic Violations,20,15,15.43,3
2023,Apr,Drug/Narcotic Violations,18,14,13.89,4
2023,May,Drug/Narcotic Violations,17,14,13.12,5
2023,Jun,Drug/Narcotic Violations,18,15,13.89,6
2023,Jul,Drug/Narcotic Violations,19,11,14.66,7
2023,Aug,Drug/Narcotic Violations,24,19,18.52,8
2023,Sep,Drug/Narcotic Violations,13,12,10.03,9
2023,Oct,Drug/Narcotic Violations,22,15,16.979999999999997,10
2023,Nov,Drug/Narcotic Violations,14,11,10.8,11
2023,Dec,Drug/Narcotic Violations,17,14,13.12,12
2024,Jan,Drug/Narcotic Violations,12,9,9.26,1
2024,Feb,Drug/Narcotic Violations,17,15,13.12,2
2024,Mar,Drug/Narcotic Violations,23,18,17.75,3
2024,Apr,Drug/Narcotic Violations,19,16,14.66,4
2024,May,Drug/Narcotic Violations,15,12,11.57,5
2024,Jun,Drug/Narcotic Violations,24,21,18.52,6
2024,Jul,Drug/Narcotic Violations,25,20,19.29,7
2024,Aug,Drug/Narcotic Violations,19,18,14.66,8
2024,Sep,Drug/Narcotic Violations,19,16,14.66,9
2024,Oct,Drug/Narcotic Violations,20,17,15.43,10
2024,Nov,Drug/Narcotic Violations,14,13,10.8,11
2024,Dec,Drug/Narcotic Violations,12,12,9.26,12
2025,Jan,Drug/Narcotic Violations,23,21,17.75,1
2025,Feb,Drug/Narcotic Violations,19,15,14.66,2
2025,Mar,Drug/Narcotic Violations,32,29,24.69,3
2025,Apr,Drug/Narcotic Violations,19,14,14.66,4
2025,May,Drug/Narcotic Violations,26,23,20.06,5
2025,Jun,Drug/Narcotic Violations,33,26,25.459999999999997,6
2025,Jul,Drug/Narcotic Violations,28,20,21.6,7
2025,Aug,Drug/Narcotic Violations,2,2,1.54,8
2025,Sep,Drug/Narcotic Violations,NA,NA,NA,9
2021,Jan,Drug Equipment Violations,19,16,15.03,1
2021,Feb,Drug Equipment Violations,15,15,11.87,2
2021,Mar,Drug Equipment Violations,30,28,23.73,3
2021,Apr,Drug Equipment Violations,22,20,17.4,4
2021,May,Drug Equipment Violations,28,25,22.15,5
2021,Jun,Drug Equipment Violations,11,9,8.7,6
2021,Jul,Drug Equipment Violations,17,17,13.45,7
2021,Aug,Drug Equipment Violations,19,17,15.03,8
2021,Sep,Drug Equipment Violations,17,16,13.45,9
2021,Oct,Drug Equipment Violations,26,26,20.57,10
2021,Nov,Drug Equipment Violations,16,15,12.66,11
2021,Dec,Drug Equipment Violations,23,21,18.19,12
2022,Jan,Drug Equipment Violations,10,7,7.819999999999999,1
2022,Feb,Drug Equipment Violations,24,24,18.77,2
2022,Mar,Drug Equipment Violations,31,29,24.24,3
2022,Apr,Drug Equipment Violations,25,22,19.55,4
2022,May,Drug Equipment Violations,27,22,21.12,5
2022,Jun,Drug Equipment Violations,31,25,24.24,6
2022,Jul,Drug Equipment Violations,34,28,26.59,7
2022,Aug,Drug Equipment Violations,30,27,23.459999999999997,8
2022,Sep,Drug Equipment Violations,30,27,23.459999999999997,9
2022,Oct,Drug Equipment Violations,33,24,25.81,10
2022,Nov,Drug Equipment Violations,17,15,13.3,11
2022,Dec,Drug Equipment Violations,11,10,8.6,12
2023,Jan,Drug Equipment Violations,15,15,11.57,1
2023,Feb,Drug Equipment Violations,12,11,9.26,2
2023,Mar,Drug Equipment Violations,15,12,11.57,3
2023,Apr,Drug Equipment Violations,15,14,11.57,4
2023,May,Drug Equipment Violations,16,11,12.35,5
2023,Jun,Drug Equipment Violations,13,12,10.03,6
2023,Jul,Drug Equipment Violations,16,13,12.35,7
2023,Aug,Drug Equipment Violations,11,10,8.49,8
2023,Sep,Drug Equipment Violations,10,8,7.72,9
2023,Oct,Drug Equipment Violations,9,9,6.94,10
2023,Nov,Drug Equipment Violations,6,6,4.63,11
2023,Dec,Drug Equipment Violations,5,5,3.86,12
2024,Jan,Drug Equipment Violations,7,5,5.4,1
2024,Feb,Drug Equipment Violations,9,8,6.94,2
2024,Mar,Drug Equipment Violations,17,15,13.12,3
2024,Apr,Drug Equipment Violations,8,8,6.17,4
2024,May,Drug Equipment Violations,11,10,8.49,5
2024,Jun,Drug Equipment Violations,14,13,10.8,6
2024,Jul,Drug Equipment Violations,17,14,13.12,7
2024,Aug,Drug Equipment Violations,8,6,6.17,8
2024,Sep,Drug Equipment Violations,16,15,12.35,9
2024,Oct,Drug Equipment Violations,6,6,4.63,10
2024,Nov,Drug Equipment Violations,14,14,10.8,11
2024,Dec,Drug Equipment Violations,8,7,6.17,12
2025,Jan,Drug Equipment Violations,16,15,12.35,1
2025,Feb,Drug Equipment Violations,8,8,6.17,2
2025,Mar,Drug Equipment Violations,21,20,16.2,3
2025,Apr,Drug Equipment Violations,12,12,9.26,4
2025,May,Drug Equipment Violations,24,20,18.52,5
2025,Jun,Drug Equipment Violations,29,23,22.38,6
2025,Jul,Drug Equipment Violations,13,12,10.03,7
2025,Aug,Drug Equipment Violations,1,1,0.77,8
2025,Sep,Drug Equipment Violations,NA,NA,NA,9
2021,Jan,Betting/Wagering,NA,NA,NA,1
2021,Feb,Betting/Wagering,NA,NA,NA,2
2021,Mar,Betting/Wagering,NA,NA,NA,3
2021,Apr,Betting/Wagering,NA,NA,NA,4
2021,May,Betting/Wagering,NA,NA,NA,5
2021,Jun,Betting/Wagering,NA,NA,NA,6
2021,Jul,Betting/Wagering,NA,NA,NA,7
2021,Aug,Betting/Wagering,NA,NA,NA,8
2021,Sep,Betting/Wagering,NA,NA,NA,9
2021,Oct,Betting/Wagering,NA,NA,NA,10
2021,Nov,Betting/Wagering,NA,NA,NA,11
2021,Dec,Betting/Wagering,NA,NA,NA,12
2022,Jan,Betting/Wagering,NA,NA,NA,1
2022,Feb,Betting/Wagering,NA,NA,NA,2
2022,Mar,Betting/Wagering,NA,NA,NA,3
2022,Apr,Betting/Wagering,NA,NA,NA,4
2022,May,Betting/Wagering,NA,NA,NA,5
2022,Jun,Betting/Wagering,NA,NA,NA,6
2022,Jul,Betting/Wagering,NA,NA,NA,7
2022,Aug,Betting/Wagering,NA,NA,NA,8
2022,Sep,Betting/Wagering,NA,NA,NA,9
2022,Oct,Betting/Wagering,NA,NA,NA,10
2022,Nov,Betting/Wagering,NA,NA,NA,11
2022,Dec,Betting/Wagering,NA,NA,NA,12
2023,Jan,Betting/Wagering,NA,NA,NA,1
2023,Feb,Betting/Wagering,NA,NA,NA,2
2023,Mar,Betting/Wagering,NA,NA,NA,3
2023,Apr,Betting/Wagering,NA,NA,NA,4
2023,May,Betting/Wagering,NA,NA,NA,5
2023,Jun,Betting/Wagering,NA,NA,NA,6
2023,Jul,Betting/Wagering,NA,NA,NA,7
2023,Aug,Betting/Wagering,NA,NA,NA,8
2023,Sep,Betting/Wagering,NA,NA,NA,9
2023,Oct,Betting/Wagering,NA,NA,NA,10
2023,Nov,Betting/Wagering,NA,NA,NA,11
2023,Dec,Betting/Wagering,NA,NA,NA,12
2024,Jan,Betting/Wagering,NA,NA,NA,1
2024,Feb,Betting/Wagering,NA,NA,NA,2
2024,Mar,Betting/Wagering,NA,NA,NA,3
2024,Apr,Betting/Wagering,NA,NA,NA,4
2024,May,Betting/Wagering,NA,NA,NA,5
2024,Jun,Betting/Wagering,NA,NA,NA,6
2024,Jul,Betting/Wagering,NA,NA,NA,7
2024,Aug,Betting/Wagering,NA,NA,NA,8
2024,Sep,Betting/Wagering,NA,NA,NA,9
2024,Oct,Betting/Wagering,NA,NA,NA,10
2024,Nov,Betting/Wagering,NA,NA,NA,11
2024,Dec,Betting/Wagering,NA,NA,NA,12
2025,Jan,Betting/Wagering,NA,NA,NA,1
2025,Feb,Betting/Wagering,NA,NA,NA,2
2025,Mar,Betting/Wagering,NA,NA,NA,3
2025,Apr,Betting/Wagering,NA,NA,NA,4
2025,May,Betting/Wagering,NA,NA,NA,5
2025,Jun,Betting/Wagering,NA,NA,NA,6
2025,Jul,Betting/Wagering,NA,NA,NA,7
2025,Aug,Betting/Wagering,NA,NA,NA,8
2025,Sep,Betting/Wagering,NA,NA,NA,9
2021,Jan,Operating/Promoting/Assisting Gambling,NA,NA,NA,1
2021,Feb,Operating/Promoting/Assisting Gambling,NA,NA,NA,2
2021,Mar,Operating/Promoting/Assisting Gambling,NA,NA,NA,3
2021,Apr,Operating/Promoting/Assisting Gambling,NA,NA,NA,4
2021,May,Operating/Promoting/Assisting Gambling,NA,NA,NA,5
2021,Jun,Operating/Promoting/Assisting Gambling,NA,NA,NA,6
2021,Jul,Operating/Promoting/Assisting Gambling,NA,NA,NA,7
2021,Aug,Operating/Promoting/Assisting Gambling,NA,NA,NA,8
2021,Sep,Operating/Promoting/Assisting Gambling,NA,NA,NA,9
2021,Oct,Operating/Promoting/Assisting Gambling,NA,NA,NA,10
2021,Nov,Operating/Promoting/Assisting Gambling,NA,NA,NA,11
2021,Dec,Operating/Promoting/Assisting Gambling,NA,NA,NA,12
2022,Jan,Operating/Promoting/Assisting Gambling,NA,NA,NA,1
2022,Feb,Operating/Promoting/Assisting Gambling,NA,NA,NA,2
2022,Mar,Operating/Promoting/Assisting Gambling,NA,NA,NA,3
2022,Apr,Operating/Promoting/Assisting Gambling,NA,NA,NA,4
2022,May,Operating/Promoting/Assisting Gambling,NA,NA,NA,5
2022,Jun,Operating/Promoting/Assisting Gambling,NA,NA,NA,6
2022,Jul,Operating/Promoting/Assisting Gambling,NA,NA,NA,7
2022,Aug,Operating/Promoting/Assisting Gambling,NA,NA,NA,8
