year,month,offense,crimes,clearances,rate,month_num
2021,Jun,Destruction/Damage/Vandalism of Property,83,18,65.66,6
2021,Jul,Destruction/Damage/Vandalism of Property,80,16,63.28,7
2021,Aug,Destruction/Damage/Vandalism of Property,102,14,80.67999999999999,8
2021,Sep,Destruction/Damage/Vandalism of Property,89,20,70.4,9
2021,Oct,Destruction/Damage/Vandalism of Property,96,13,75.94000000000001,10
2021,Nov,Destruction/Damage/Vandalism of Property,72,15,56.95,11
2021,Dec,Destruction/Damage/Vandalism of Property,72,13,56.95,12
2022,Jan,Destruction/Damage/Vandalism of Property,61,15,47.71,1
2022,Feb,Destruction/Damage/Vandalism of Property,42,14,32.849999999999994,2
2022,Mar,Destruction/Damage/Vandalism of Property,61,10,47.71,3
2022,Apr,Destruction/Damage/Vandalism of Property,64,12,50.05,4
2022,May,Destruction/Damage/Vandalism of Property,102,21,79.77,5
2022,Jun,Destruction/Damage/Vandalism of Property,81,23,63.349999999999994,6
2022,Jul,Destruction/Damage/Vandalism of Property,92,14,71.95,7
2022,Aug,Destruction/Damage/Vandalism of Property,73,14,57.09,8
2022,Sep,Destruction/Damage/Vandalism of Property,97,24,75.86,9
2022,Oct,Destruction/Damage/Vandalism of Property,97,15,75.86,10
2022,Nov,Destruction/Damage/Vandalism of Property,74,11,57.87,11
2022,Dec,Destruction/Damage/Vandalism of Property,68,11,53.18,12
2023,Jan,Destruction/Damage/Vandalism of Property,71,11,54.78,1
2023,Feb,Destruction/Damage/Vandalism of Property,47,11,36.260000000000005,2
2023,Mar,Destruction/Damage/Vandalism of Property,57,9,43.98,3
2023,Apr,Destruction/Damage/Vandalism of Property,84,18,64.81,4
2023,May,Destruction/Damage/Vandalism of Property,73,18,56.33,5
2023,Jun,Destruction/Damage/Vandalism of Property,71,12,54.78,6
2023,Jul,Destruction/Damage/Vandalism of Property,87,12,67.13,7
2023,Aug,Destruction/Damage/Vandalism of Property,71,7,54.78,8
2023,Sep,Destruction/Damage/Vandalism of Property,89,11,68.66999999999999,9
2023,Oct,Destruction/Damage/Vandalism of Property,160,16,123.45,10
2023,Nov,Destruction/Damage/Vandalism of Property,91,12,70.21000000000001,11
2023,Dec,Destruction/Damage/Vandalism of Property,75,14,57.87,12
2024,Jan,Destruction/Damage/Vandalism of Property,56,8,43.21,1
2024,Feb,Destruction/Damage/Vandalism of Property,99,12,76.39,2
2024,Mar,Destruction/Damage/Vandalism of Property,79,17,60.96,3
2024,Apr,Destruction/Damage/Vandalism of Property,90,23,69.44000000000001,4
2024,May,Destruction/Damage/Vandalism of Property,89,18,68.66999999999999,5
2024,Jun,Destruction/Damage/Vandalism of Property,86,19,66.36,6
2024,Jul,Destruction/Damage/Vandalism of Property,79,15,60.96,7
2024,Aug,Destruction/Damage/Vandalism of Property,98,20,75.61999999999999,8
2024,Sep,Destruction/Damage/Vandalism of Property,70,15,54.01,9
2024,Oct,Destruction/Damage/Vandalism of Property,86,21,66.36,10
2024,Nov,Destruction/Damage/Vandalism of Property,91,21,70.21000000000001,11
2024,Dec,Destruction/Damage/Vandalism of Property,85,15,65.59,12
2025,Jan,Destruction/Damage/Vandalism of Property,45,12,34.720000000000006,1
2025,Feb,Destruction/Damage/Vandalism of Property,58,12,44.75,2
2025,Mar,Destruction/Damage/Vandalism of Property,90,18,69.44000000000001,3
2025,Apr,Destruction/Damage/Vandalism of Property,68,16,52.47,4
2025,May,Destruction/Damage/Vandalism of Property,94,18,72.53,5
2025,Jun,Destruction/Damage/Vandalism of Property,68,10,52.47,6
2025,Jul,Destruction/Damage/Vandalism of Property,61,6,47.07,7
2025,Aug,Destruction/Damage/Vandalism of Property,12,2,9.26,8
2025,Sep,Destruction/Damage/Vandalism of Property,NA,NA,NA,9
2021,Jan,Embezzlement,3,1,2.3699999999999997,1
2021,Feb,Embezzlement,2,1,1.58,2
2021,Mar,Embezzlement,NA,NA,NA,3
2021,Apr,Embezzlement,3,1,2.3699999999999997,4
2021,May,Embezzlement,5,1,3.96,5
2021,Jun,Embezzlement,1,NA,0.7899999999999999,6
2021,Jul,Embezzlement,4,2,3.16,7
2021,Aug,Embezzlement,6,3,4.75,8
2021,Sep,Embezzlement,1,1,0.7899999999999999,9
2021,Oct,Embezzlement,8,3,6.33,10
2021,Nov,Embezzlement,6,2,4.75,11
2021,Dec,Embezzlement,3,1,2.3699999999999997,12
2022,Jan,Embezzlement,2,1,1.56,1
2022,Feb,Embezzlement,2,1,1.56,2
2022,Mar,Embezzlement,3,NA,2.3499999999999996,3
2022,Apr,Embezzlement,NA,NA,NA,4
2022,May,Embezzlement,NA,NA,NA,5
2022,Jun,Embezzlement,1,1,0.7799999999999999,6
2022,Jul,Embezzlement,NA,NA,NA,7
2022,Aug,Embezzlement,1,NA,0.7799999999999999,8
2022,Sep,Embezzlement,NA,NA,NA,9
2022,Oct,Embezzlement,NA,NA,NA,10
2022,Nov,Embezzlement,2,NA,1.56,11
2022,Dec,Embezzlement,2,NA,1.56,12
2023,Jan,Embezzlement,2,1,1.54,1
2023,Feb,Embezzlement,NA,NA,NA,2
2023,Mar,Embezzlement,2,2,1.54,3
2023,Apr,Embezzlement,2,2,1.54,4
2023,May,Embezzlement,1,1,0.77,5
2023,Jun,Embezzlement,1,NA,0.77,6
2023,Jul,Embezzlement,1,1,0.77,7
2023,Aug,Embezzlement,1,NA,0.77,8
2023,Sep,Embezzlement,5,NA,3.86,9
2023,Oct,Embezzlement,1,1,0.77,10
2023,Nov,Embezzlement,4,3,3.09,11
2023,Dec,Embezzlement,2,1,1.54,12
2024,Jan,Embezzlement,5,1,3.86,1
2024,Feb,Embezzlement,1,NA,0.77,2
2024,Mar,Embezzlement,1,NA,0.77,3
2024,Apr,Embezzlement,7,3,5.4,4
2024,May,Embezzlement,2,2,1.54,5
2024,Jun,Embezzlement,1,NA,0.77,6
2024,Jul,Embezzlement,3,3,2.3099999999999996,7
2024,Aug,Embezzlement,3,1,2.3099999999999996,8
2024,Sep,Embezzlement,4,2,3.09,9
2024,Oct,Embezzlement,2,2,1.54,10
2024,Nov,Embezzlement,2,2,1.54,11
2024,Dec,Embezzlement,2,1,1.54,12
2025,Jan,Embezzlement,6,2,4.63,1
2025,Feb,Embezzlement,2,NA,1.54,2
2025,Mar,Embezzlement,2,1,1.54,3
2025,Apr,Embezzlement,5,4,3.86,4
2025,May,Embezzlement,2,2,1.54,5
2025,Jun,Embezzlement,2,NA,1.54,6
2025,Jul,Embezzlement,2,1,1.54,7
2025,Aug,Embezzlement,NA,NA,NA,8
2025,Sep,Embezzlement,NA,NA,NA,9
2021,Jan,Extortion/Blackmail,NA,NA,NA,1
2021,Feb,Extortion/Blackmail,NA,NA,NA,2
2021,Mar,Extortion/Blackmail,NA,NA,NA,3
2021,Apr,Extortion/Blackmail,NA,NA,NA,4
2021,May,Extortion/Blackmail,NA,NA,NA,5
2021,Jun,Extortion/Blackmail,1,NA,0.7899999999999999,6
2021,Jul,Extortion/Blackmail,NA,NA,NA,7
2021,Aug,Extortion/Blackmail,1,NA,0.7899999999999999,8
2021,Sep,Extortion/Blackmail,1,NA,0.7899999999999999,9
2021,Oct,Extortion/Blackmail,NA,NA,NA,10
2021,Nov,Extortion/Blackmail,NA,NA,NA,11
2021,Dec,Extortion/Blackmail,NA,NA,NA,12
2022,Jan,Extortion/Blackmail,NA,NA,NA,1
2022,Feb,Extortion/Blackmail,NA,NA,NA,2
2022,Mar,Extortion/Blackmail,1,NA,0.7799999999999999,3
2022,Apr,Extortion/Blackmail,NA,NA,NA,4
2022,May,Extortion/Blackmail,2,NA,1.56,5
2022,Jun,Extortion/Blackmail,NA,NA,NA,6
2022,Jul,Extortion/Blackmail,NA,NA,NA,7
2022,Aug,Extortion/Blackmail,4,NA,3.13,8
2022,Sep,Extortion/Blackmail,2,NA,1.56,9
2022,Oct,Extortion/Blackmail,2,NA,1.56,10
2022,Nov,Extortion/Blackmail,4,NA,3.13,11
2022,Dec,Extortion/Blackmail,NA,NA,NA,12
2023,Jan,Extortion/Blackmail,2,NA,1.54,1
2023,Feb,Extortion/Blackmail,1,NA,0.77,2
2023,Mar,Extortion/Blackmail,2,NA,1.54,3
2023,Apr,Extortion/Blackmail,3,NA,2.3099999999999996,4
2023,May,Extortion/Blackmail,1,NA,0.77,5
2023,Jun,Extortion/Blackmail,2,NA,1.54,6
2023,Jul,Extortion/Blackmail,1,NA,0.77,7
2023,Aug,Extortion/Blackmail,1,NA,0.77,8
2023,Sep,Extortion/Blackmail,1,NA,0.77,9
2023,Oct,Extortion/Blackmail,2,NA,1.54,10
2023,Nov,Extortion/Blackmail,1,NA,0.77,11
2023,Dec,Extortion/Blackmail,4,NA,3.09,12
2024,Jan,Extortion/Blackmail,NA,NA,NA,1
2024,Feb,Extortion/Blackmail,NA,NA,NA,2
2024,Mar,Extortion/Blackmail,1,NA,0.77,3
2024,Apr,Extortion/Blackmail,NA,NA,NA,4
2024,May,Extortion/Blackmail,NA,NA,NA,5
2024,Jun,Extortion/Blackmail,NA,NA,NA,6
2024,Jul,Extortion/Blackmail,NA,NA,NA,7
2024,Aug,Extortion/Blackmail,NA,NA,NA,8
2024,Sep,Extortion/Blackmail,2,NA,1.54,9
2024,Oct,Extortion/Blackmail,NA,NA,NA,10
2024,Nov,Extortion/Blackmail,1,NA,0.77,11
2024,Dec,Extortion/Blackmail,3,NA,2.3099999999999996,12
2025,Jan,Extortion/Blackmail,NA,NA,NA,1
2025,Feb,Extortion/Blackmail,1,NA,0.77,2
2025,Mar,Extortion/Blackmail,2,NA,1.54,3
2025,Apr,Extortion/Blackmail,NA,NA,NA,4
2025,May,Extortion/Blackmail,NA,NA,NA,5
2025,Jun,Extortion/Blackmail,NA,NA,NA,6
2025,Jul,Extortion/Blackmail,1,NA,0.77,7
2025,Aug,Extortion/Blackmail,NA,NA,NA,8
2025,Sep,Extortion/Blackmail,NA,NA,NA,9
2021,Jan,False Pretenses/Swindle/Confidence Game,16,NA,12.66,1
2021,Feb,False Pretenses/Swindle/Confidence Game,19,2,15.03,2
2021,Mar,False Pretenses/Swindle/Confidence Game,25,2,19.78,3
2021,Apr,False Pretenses/Swindle/Confidence Game,17,1,13.45,4
2021,May,False Pretenses/Swindle/Confidence Game,10,NA,7.91,5
2021,Jun,False Pretenses/Swindle/Confidence Game,16,NA,12.66,6
2021,Jul,False Pretenses/Swindle/Confidence Game,21,NA,16.610000000000003,7
2021,Aug,False Pretenses/Swindle/Confidence Game,16,1,12.66,8
2021,Sep,False Pretenses/Swindle/Confidence Game,17,3,13.45,9
2021,Oct,False Pretenses/Swindle/Confidence Game,20,NA,15.82,10
2021,Nov,False Pretenses/Swindle/Confidence Game,14,NA,11.07,11
2021,Dec,False Pretenses/Swindle/Confidence Game,14,2,11.07,12
2022,Jan,False Pretenses/Swindle/Confidence Game,17,NA,13.3,1
2022,Feb,False Pretenses/Swindle/Confidence Game,13,1,10.17,2
2022,Mar,False Pretenses/Swindle/Confidence Game,22,2,17.21,3
2022,Apr,False Pretenses/Swindle/Confidence Game,22,4,17.21,4
2022,May,False Pretenses/Swindle/Confidence Game,19,1,14.86,5
2022,Jun,False Pretenses/Swindle/Confidence Game,14,1,10.95,6
2022,Jul,False Pretenses/Swindle/Confidence Game,14,NA,10.95,7
2022,Aug,False Pretenses/Swindle/Confidence Game,15,1,11.73,8
2022,Sep,False Pretenses/Swindle/Confidence Game,12,1,9.39,9
2022,Oct,False Pretenses/Swindle/Confidence Game,14,1,10.95,10
2022,Nov,False Pretenses/Swindle/Confidence Game,8,3,6.26,11
2022,Dec,False Pretenses/Swindle/Confidence Game,4,NA,3.13,12
2023,Jan,False Pretenses/Swindle/Confidence Game,18,1,13.89,1
2023,Feb,False Pretenses/Swindle/Confidence Game,11,NA,8.49,2
2023,Mar,False Pretenses/Swindle/Confidence Game,17,1,13.12,3
2023,Apr,False Pretenses/Swindle/Confidence Game,18,7,13.89,4
2023,May,False Pretenses/Swindle/Confidence Game,11,1,8.49,5
2023,Jun,False Pretenses/Swindle/Confidence Game,8,1,6.17,6
2023,Jul,False Pretenses/Swindle/Confidence Game,15,2,11.57,7
2023,Aug,False Pretenses/Swindle/Confidence Game,16,2,12.35,8
2023,Sep,False Pretenses/Swindle/Confidence Game,16,NA,12.35,9
2023,Oct,False Pretenses/Swindle/Confidence Game,12,2,9.26,10
2023,Nov,False Pretenses/Swindle/Confidence Game,11,NA,8.49,11
2023,Dec,False Pretenses/Swindle/Confidence Game,14,NA,10.8,12
2024,Jan,False Pretenses/Swindle/Confidence Game,8,1,6.17,1
2024,Feb,False Pretenses/Swindle/Confidence Game,16,1,12.35,2
2024,Mar,False Pretenses/Swindle/Confidence Game,16,NA,12.35,3
2024,Apr,False Pretenses/Swindle/Confidence Game,8,NA,6.17,4
2024,May,False Pretenses/Swindle/Confidence Game,9,NA,6.94,5
2024,Jun,False Pretenses/Swindle/Confidence Game,4,NA,3.09,6
2024,Jul,False Pretenses/Swindle/Confidence Game,14,NA,10.8,7
2024,Aug,False Pretenses/Swindle/Confidence Game,12,1,9.26,8
2024,Sep,False Pretenses/Swindle/Confidence Game,10,1,7.72,9
2024,Oct,False Pretenses/Swindle/Confidence Game,14,NA,10.8,10
2024,Nov,False Pretenses/Swindle/Confidence Game,14,1,10.8,11
2024,Dec,False Pretenses/Swindle/Confidence Game,15,NA,11.57,12
2025,Jan,False Pretenses/Swindle/Confidence Game,10,1,7.72,1
2025,Feb,False Pretenses/Swindle/Confidence Game,8,NA,6.17,2
2025,Mar,False Pretenses/Swindle/Confidence Game,18,NA,13.89,3
2025,Apr,False Pretenses/Swindle/Confidence Game,14,NA,10.8,4
2025,May,False Pretenses/Swindle/Confidence Game,13,NA,10.03,5
2025,Jun,False Pretenses/Swindle/Confidence Game,14,2,10.8,6
2025,Jul,False Pretenses/Swindle/Confidence Game,11,NA,8.49,7
2025,Aug,False Pretenses/Swindle/Confidence Game,2,NA,1.54,8
2025,Sep,False Pretenses/Swindle/Confidence Game,NA,NA,NA,9
2021,Jan,Credit Card/Automated Teller Machine Fraud,17,2,13.45,1
2021,Feb,Credit Card/Automated Teller Machine Fraud,14,2,11.07,2
2021,Mar,Credit Card/Automated Teller Machine Fraud,12,3,9.49,3
2021,Apr,Credit Card/Automated Teller Machine Fraud,14,1,11.07,4
2021,May,Credit Card/Automated Teller Machine Fraud,19,NA,15.03,5
2021,Jun,Credit Card/Automated Teller Machine Fraud,22,NA,17.4,6
2021,Jul,Credit Card/Automated Teller Machine Fraud,30,3,23.73,7
2021,Aug,Credit Card/Automated Teller Machine Fraud,25,3,19.78,8
2021,Sep,Credit Card/Automated Teller Machine Fraud,28,1,22.15,9
2021,Oct,Credit Card/Automated Teller Machine Fraud,30,1,23.73,10
2021,Nov,Credit Card/Automated Teller Machine Fraud,29,1,22.94,11
2021,Dec,Credit Card/Automated Teller Machine Fraud,32,1,25.31,12
2022,Jan,Credit Card/Automated Teller Machine Fraud,23,2,17.99,1
2022,Feb,Credit Card/Automated Teller Machine Fraud,9,2,7.04,2
2022,Mar,Credit Card/Automated Teller Machine Fraud,20,3,15.64,3
2022,Apr,Credit Card/Automated Teller Machine Fraud,18,1,14.08,4
2022,May,Credit Card/Automated Teller Machine Fraud,17,3,13.3,5
2022,Jun,Credit Card/Automated Teller Machine Fraud,42,7,32.849999999999994,6
2022,Jul,Credit Card/Automated Teller Machine Fraud,34,6,26.59,7
2022,Aug,Credit Card/Automated Teller Machine Fraud,38,2,29.72,8
2022,Sep,Credit Card/Automated Teller Machine Fraud,39,1,30.5,9
2022,Oct,Credit Card/Automated Teller Machine Fraud,26,2,20.33,10
2022,Nov,Credit Card/Automated Teller Machine Fraud,19,2,14.86,11
2022,Dec,Credit Card/Automated Teller Machine Fraud,23,NA,17.99,12
2023,Jan,Credit Card/Automated Teller Machine Fraud,24,2,18.52,1
2023,Feb,Credit Card/Automated Teller Machine Fraud,20,NA,15.43,2
2023,Mar,Credit Card/Automated Teller Machine Fraud,18,1,13.89,3
2023,Apr,Credit Card/Automated Teller Machine Fraud,22,1,16.979999999999997,4
2023,May,Credit Card/Automated Teller Machine Fraud,15,1,11.57,5
2023,Jun,Credit Card/Automated Teller Machine Fraud,29,1,22.38,6
2023,Jul,Credit Card/Automated Teller Machine Fraud,20,2,15.43,7
2023,Aug,Credit Card/Automated Teller Machine Fraud,27,6,20.83,8
2023,Sep,Credit Card/Automated Teller Machine Fraud,22,3,16.979999999999997,9
2023,Oct,Credit Card/Automated Teller Machine Fraud,27,3,20.83,10
2023,Nov,Credit Card/Automated Teller Machine Fraud,22,2,16.979999999999997,11
2023,Dec,Credit Card/Automated Teller Machine Fraud,16,3,12.35,12
2024,Jan,Credit Card/Automated Teller Machine Fraud,12,1,9.26,1
2024,Feb,Credit Card/Automated Teller Machine Fraud,13,2,10.03,2
2024,Mar,Credit Card/Automated Teller Machine Fraud,11,NA,8.49,3
2024,Apr,Credit Card/Automated Teller Machine Fraud,15,2,11.57,4
2024,May,Credit Card/Automated Teller Machine Fraud,9,2,6.94,5
2024,Jun,Credit Card/Automated Teller Machine Fraud,15,1,11.57,6
2024,Jul,Credit Card/Automated Teller Machine Fraud,16,NA,12.35,7
2024,Aug,Credit Card/Automated Teller Machine Fraud,23,1,17.75,8
2024,Sep,Credit Card/Automated Teller Machine Fraud,10,NA,7.72,9
2024,Oct,Credit Card/Automated Teller Machine Fraud,15,1,11.57,10
2024,Nov,Credit Card/Automated Teller Machine Fraud,19,NA,14.66,11
2024,Dec,Credit Card/Automated Teller Machine Fraud,10,1,7.72,12
2025,Jan,Credit Card/Automated Teller Machine Fraud,14,1,10.8,1
2025,Feb,Credit Card/Automated Teller Machine Fraud,13,3,10.03,2
2025,Mar,Credit Card/Automated Teller Machine Fraud,10,2,7.72,3
2025,Apr,Credit Card/Automated Teller Machine Fraud,12,2,9.26,4
2025,May,Credit Card/Automated Teller Machine Fraud,11,NA,8.49,5
2025,Jun,Credit Card/Automated Teller Machine Fraud,10,NA,7.72,6
2025,Jul,Credit Card/Automated Teller Machine Fraud,8,1,6.17,7
2025,Aug,Credit Card/Automated Teller Machine Fraud,NA,NA,NA,8
2025,Sep,Credit Card/Automated Teller Machine Fraud,NA,NA,NA,9
2021,Jan,Impersonation,NA,NA,NA,1
2021,Feb,Impersonation,1,1,0.7899999999999999,2
2021,Mar,Impersonation,1,1,0.7899999999999999,3
2021,Apr,Impersonation,1,NA,0.7899999999999999,4
2021,May,Impersonation,NA,NA,NA,5
2021,Jun,Impersonation,NA,NA,NA,6
2021,Jul,Impersonation,NA,NA,NA,7
2021,Aug,Impersonation,NA,NA,NA,8
2021,Sep,Impersonation,NA,NA,NA,9
2021,Oct,Impersonation,NA,NA,NA,10
2021,Nov,Impersonation,NA,NA,NA,11
2021,Dec,Impersonation,NA,NA,NA,12
2022,Jan,Impersonation,2,1,1.56,1
2022,Feb,Impersonation,NA,NA,NA,2
2022,Mar,Impersonation,1,NA,0.7799999999999999,3
2022,Apr,Impersonation,NA,NA,NA,4
2022,May,Impersonation,NA,NA,NA,5
2022,Jun,Impersonation,NA,NA,NA,6
2022,Jul,Impersonation,NA,NA,NA,7
2022,Aug,Impersonation,NA,NA,NA,8
2022,Sep,Impersonation,NA,NA,NA,9
2022,Oct,Impersonation,NA,NA,NA,10
2022,Nov,Impersonation,NA,NA,NA,11
2022,Dec,Impersonation,NA,NA,NA,12
2023,Jan,Impersonation,NA,NA,NA,1
2023,Feb,Impersonation,NA,NA,NA,2
2023,Mar,Impersonation,NA,NA,NA,3
2023,Apr,Impersonation,1,NA,0.77,4
2023,May,Impersonation,2,NA,1.54,5
2023,Jun,Impersonation,NA,NA,NA,6
2023,Jul,Impersonation,NA,NA,NA,7
2023,Aug,Impersonation,2,NA,1.54,8
2023,Sep,Impersonation,NA,NA,NA,9
2023,Oct,Impersonation,NA,NA,NA,10
2023,Nov,Impersonation,NA,NA,NA,11
2023,Dec,Impersonation,NA,NA,NA,12
2024,Jan,Impersonation,NA,NA,NA,1
2024,Feb,Impersonation,NA,NA,NA,2
2024,Mar,Impersonation,NA,NA,NA,3
2024,Apr,Impersonation,NA,NA,NA,4
2024,May,Impersonation,NA,NA,NA,5
2024,Jun,Impersonation,1,NA,0.77,6
2024,Jul,Impersonation,NA,NA,NA,7
2024,Aug,Impersonation,NA,NA,NA,8
2024,Sep,Impersonation,2,NA,1.54,9
2024,Oct,Impersonation,1,NA,0.77,10
2024,Nov,Impersonation,2,NA,1.54,11
2024,Dec,Impersonation,NA,NA,NA,12
2025,Jan,Impersonation,1,NA,0.77,1
2025,Feb,Impersonation,NA,NA,NA,2
2025,Mar,Impersonation,1,NA,0.77,3
2025,Apr,Impersonation,NA,NA,NA,4
2025,May,Impersonation,2,NA,1.54,5
2025,Jun,Impersonation,1,NA,0.77,6
2025,Jul,Impersonation,NA,NA,NA,7
2025,Aug,Impersonation,NA,NA,NA,8
2025,Sep,Impersonation,NA,NA,NA,9
2021,Jan,Welfare Fraud,NA,NA,NA,1
2021,Feb,Welfare Fraud,NA,NA,NA,2
2021,Mar,Welfare Fraud,NA,NA,NA,3
2021,Apr,Welfare Fraud,NA,NA,NA,4
2021,May,Welfare Fraud,NA,NA,NA,5
2021,Jun,Welfare Fraud,NA,NA,NA,6
2021,Jul,Welfare Fraud,NA,NA,NA,7
2021,Aug,Welfare Fraud,NA,NA,NA,8
2021,Sep,Welfare Fraud,NA,NA,NA,9
2021,Oct,Welfare Fraud,NA,NA,NA,10
2021,Nov,Welfare Fraud,NA,NA,NA,11
2021,Dec,Welfare Fraud,NA,NA,NA,12
2022,Jan,Welfare Fraud,NA,NA,NA,1
2022,Feb,Welfare Fraud,NA,NA,NA,2
2022,Mar,Welfare Fraud,NA,NA,NA,3
2022,Apr,Welfare Fraud,NA,NA,NA,4
2022,May,Welfare Fraud,NA,NA,NA,5
2022,Jun,Welfare Fraud,NA,NA,NA,6
2022,Jul,Welfare Fraud,NA,NA,NA,7
2022,Aug,Welfare Fraud,NA,NA,NA,8
2022,Sep,Welfare Fraud,NA,NA,NA,9
2022,Oct,Welfare Fraud,NA,NA,NA,10
2022,Nov,Welfare Fraud,NA,NA,NA,11
2022,Dec,Welfare Fraud,NA,NA,NA,12
2023,Jan,Welfare Fraud,NA,NA,NA,1
2023,Feb,Welfare Fraud,NA,NA,NA,2
2023,Mar,Welfare Fraud,NA,NA,NA,3
2023,Apr,Welfare Fraud,NA,NA,NA,4
2023,May,Welfare Fraud,NA,NA,NA,5
2023,Jun,Welfare Fraud,NA,NA,NA,6
2023,Jul,Welfare Fraud,NA,NA,NA,7
2023,Aug,Welfare Fraud,NA,NA,NA,8
2023,Sep,Welfare Fraud,NA,NA,NA,9
2023,Oct,Welfare Fraud,NA,NA,NA,10
2023,Nov,Welfare Fraud,NA,NA,NA,11
2023,Dec,Welfare Fraud,NA,NA,NA,12
2024,Jan,Welfare Fraud,NA,NA,NA,1
2024,Feb,Welfare Fraud,NA,NA,NA,2
2024,Mar,Welfare Fraud,NA,NA,NA,3
2024,Apr,Welfare Fraud,NA,NA,NA,4
2024,May,Welfare Fraud,NA,NA,NA,5
2024,Jun,Welfare Fraud,NA,NA,NA,6
2024,Jul,Welfare Fraud,NA,NA,NA,7
2024,Aug,Welfare Fraud,NA,NA,NA,8
2024,Sep,Welfare Fraud,NA,NA,NA,9
2024,Oct,Welfare Fraud,1,NA,0.77,10
2024,Nov,Welfare Fraud,NA,NA,NA,11
2024,Dec,Welfare Fraud,NA,NA,NA,12
2025,Jan,Welfare Fraud,NA,NA,NA,1
2025,Feb,Welfare Fraud,NA,NA,NA,2
2025,Mar,Welfare Fraud,NA,NA,NA,3
2025,Apr,Welfare Fraud,NA,NA,NA,4
2025,May,Welfare Fraud,NA,NA,NA,5
2025,Jun,Welfare Fraud,NA,NA,NA,6
2025,Jul,Welfare Fraud,NA,NA,NA,7
2025,Aug,Welfare Fraud,NA,NA,NA,8
2025,Sep,Welfare Fraud,NA,NA,NA,9
2021,Jan,Wire Fraud,3,NA,2.3699999999999997,1
2021,Feb,Wire Fraud,2,NA,1.58,2
2021,Mar,Wire Fraud,1,NA,0.7899999999999999,3
2021,Apr,Wire Fraud,NA,NA,NA,4
2021,May,Wire Fraud,1,NA,0.7899999999999999,5
2021,Jun,Wire Fraud,1,NA,0.7899999999999999,6
2021,Jul,Wire Fraud,1,NA,0.7899999999999999,7
2021,Aug,Wire Fraud,NA,NA,NA,8
2021,Sep,Wire Fraud,1,NA,0.7899999999999999,9
2021,Oct,Wire Fraud,3,NA,2.3699999999999997,10
2021,Nov,Wire Fraud,4,NA,3.16,11
2021,Dec,Wire Fraud,1,NA,0.7899999999999999,12
2022,Jan,Wire Fraud,2,NA,1.56,1
2022,Feb,Wire Fraud,3,NA,2.3499999999999996,2
2022,Mar,Wire Fraud,1,NA,0.7799999999999999,3
2022,Apr,Wire Fraud,5,NA,3.91,4
2022,May,Wire Fraud,5,NA,3.91,5
2022,Jun,Wire Fraud,5,NA,3.91,6
2022,Jul,Wire Fraud,4,1,3.13,7
2022,Aug,Wire Fraud,5,NA,3.91,8
2022,Sep,Wire Fraud,1,NA,0.7799999999999999,9
2022,Oct,Wire Fraud,5,NA,3.91,10
2022,Nov,Wire Fraud,2,1,1.56,11
2022,Dec,Wire Fraud,5,NA,3.91,12
2023,Jan,Wire Fraud,4,NA,3.09,1
2023,Feb,Wire Fraud,4,NA,3.09,2
2023,Mar,Wire Fraud,6,NA,4.63,3
2023,Apr,Wire Fraud,2,NA,1.54,4
2023,May,Wire Fraud,5,NA,3.86,5
2023,Jun,Wire Fraud,1,NA,0.77,6
2023,Jul,Wire Fraud,2,NA,1.54,7
2023,Aug,Wire Fraud,4,NA,3.09,8
2023,Sep,Wire Fraud,4,1,3.09,9
2023,Oct,Wire Fraud,4,NA,3.09,10
2023,Nov,Wire Fraud,3,NA,2.3099999999999996,11
2023,Dec,Wire Fraud,2,NA,1.54,12
2024,Jan,Wire Fraud,1,NA,0.77,1
2024,Feb,Wire Fraud,2,NA,1.54,2
2024,Mar,Wire Fraud,1,NA,0.77,3
2024,Apr,Wire Fraud,3,NA,2.3099999999999996,4
2024,May,Wire Fraud,4,NA,3.09,5
2024,Jun,Wire Fraud,2,NA,1.54,6
2024,Jul,Wire Fraud,3,NA,2.3099999999999996,7
2024,Aug,Wire Fraud,3,NA,2.3099999999999996,8
2024,Sep,Wire Fraud,3,NA,2.3099999999999996,9
2024,Oct,Wire Fraud,1,NA,0.77,10
2024,Nov,Wire Fraud,NA,NA,NA,11
2024,Dec,Wire Fraud,4,1,3.09,12
2025,Jan,Wire Fraud,3,NA,2.3099999999999996,1
2025,Feb,Wire Fraud,5,NA,3.86,2
2025,Mar,Wire Fraud,1,NA,0.77,3
2025,Apr,Wire Fraud,NA,NA,NA,4
2025,May,Wire Fraud,2,NA,1.54,5
2025,Jun,Wire Fraud,4,NA,3.09,6
2025,Jul,Wire Fraud,3,NA,2.3099999999999996,7
2025,Aug,Wire Fraud,NA,NA,NA,8
2025,Sep,Wire Fraud,NA,NA,NA,9
2021,Jan,Identity Theft,3,NA,2.3699999999999997,1
2021,Feb,Identity Theft,3,NA,2.3699999999999997,2
2021,Mar,Identity Theft,7,NA,5.54,3
2021,Apr,Identity Theft,2,NA,1.58,4
2021,May,Identity Theft,3,NA,2.3699999999999997,5
2021,Jun,Identity Theft,3,NA,2.3699999999999997,6
2021,Jul,Identity Theft,7,NA,5.54,7
2021,Aug,Identity Theft,2,NA,1.58,8
2021,Sep,Identity Theft,5,NA,3.96,9
2021,Oct,Identity Theft,2,NA,1.58,10
2021,Nov,Identity Theft,2,1,1.58,11
2021,Dec,Identity Theft,3,NA,2.3699999999999997,12
